"term","local.Base.freq","Base.local.IC","local.Prop.freq","Propagated.local.IC"
"HP:0003999",0,0,0,0
"HP:0003999",0,0,0,0
"HP:0004000",0,0,0,0
"HP:0004000",0,0,0,0
"HP:0004001",0,0,0,0
"HP:0004002",0,0,0,0
"HP:0004002",0,0,0,0
"HP:0004003",0,0,0,0
"HP:0004004",0,0,0,0
"HP:0004004",0,0,0,0
"HP:0004005",0,0,0,0
"HP:0004005",0,0,0,0
"HP:0004006",0,0,0,0
"HP:0004007",0,0,0,0
"HP:0004008",0,0,0,0
"HP:0004009",0,0,0,0
"HP:0004010",0,0,0,0
"HP:0004010",0,0,0,0
"HP:0004012",0,0,0,0
"HP:0004013",0,0,0,0
"HP:0004014",0,0,0,0
"HP:0004015",0,0,0,0
"HP:0004015",0,0,0,0
"HP:0004016",0,0,0,0
"HP:0004016",0,0,0,0
"HP:0004017",0,0,0,0
"HP:0004017",0,0,0,0
"HP:0004018",0,0,0,0
"HP:0004018",0,0,0,0
"HP:0004019",0,0,0,0
"HP:0004019",0,0,0,0
"HP:0004020",0,0,0,0
"HP:0004020",0,0,0,0
"HP:0004021",0,0,0,0
"HP:0004021",0,0,0,0
"HP:0004022",0,0,0,0
"HP:0004022",0,0,0,0
"HP:0004023",0,0,0,0
"HP:0004024",0,0,0,0
"HP:0004025",0,0,0,0
"HP:0004026",0,0,0,0
"HP:0004026",0,0,0,0
"HP:0004026",0,0,0,0
"HP:0004027",0,0,0,0
"HP:0004027",0,0,0,0
"HP:0004028",0,0,0,0
"HP:0004029",0,0,0,0
"HP:0004030",0,0,0,0
"HP:0004031",0,0,0,0
"HP:0004032",0,0,0,0
"HP:0004033",0,0,0,0
"HP:0004034",0,0,0,0
"HP:0004035",0,0,0,0
"HP:0004036",0,0,0,0
"HP:0004037",0,0,0,0
"HP:0004037",0,0,0,0
"HP:0004038",0,0,0,0
"HP:0004039",0,0,0,0
"HP:0004039",0,0,0,0
"HP:0004040",0,0,0,0
"HP:0004041",0,0,0,0
"HP:0004042",0,0,0,0
"HP:0004042",0,0,0,0
"HP:0004043",0,0,0,0
"HP:0004043",0,0,0,0
"HP:0004044",0,0,0,0
"HP:0004045",0,0,0,0
"HP:0004046",0,0,0,0
"HP:0004046",0,0,0,0
"HP:0004047",0,0,0,0
"HP:0004047",0,0,0,0
"HP:0004048",0,0,0,0
"HP:0004049",0,0,0,0
"HP:0004050",0,0,0,0
"HP:0004051",0,0,0,0
"HP:0004052",0,0,0,0
"HP:0004053",0,0,0,0
"HP:0004054",0,0,0,0
"HP:0004057",0,0,0,0
"HP:0004058",0,0,0,0
"HP:0004059",0,0,0,0
"HP:0004059",0,0,0,0
"HP:0004060",0,0,0,0
"HP:0004066",0,0,0,0
"HP:0004083",0,0,0,0
"HP:0004090",0,0,0,0
"HP:0004095",0,0,0,0
"HP:0004095",0,0,0,0
"HP:0004097",0,0,0,0
"HP:0004097",0,0,0,0
"HP:0004099",0,0,0,0
"HP:0004100",0,0,0,0
"HP:0004110",0,0,0,0
"HP:0004112",0,0,0,0
"HP:0004121",0,0,0,0
"HP:0004122",0,0,0,0
"HP:0004132",0,0,0,0
"HP:0004138",0,0,0,0
"HP:0004139",0,0,0,0
"HP:0004143",0,0,0,0
"HP:0004144",0,0,0,0
"HP:0004150",0,0,0,0
"HP:0004153",0,0,0,0
"HP:0004157",0,0,0,0
"HP:0004161",0,0,0,0
"HP:0004162",0,0,0,0
"HP:0004168",0,0,0,0
"HP:0004172",0,0,0,0
"HP:0004174",0,0,0,0
"HP:0004175",0,0,0,0
"HP:0004180",0,0,0,0
"HP:0004180",0,0,0,0
"HP:0004180",0,0,0,0
"HP:0004183",0,0,0,0
"HP:0004184",0,0,0,0
"HP:0004185",0,0,0,0
"HP:0004186",0,0,0,0
"HP:0004187",0,0,0,0
"HP:0004188",0,0,0,0
"HP:0004192",0,0,0,0
"HP:0004193",0,0,0,0
"HP:0004194",0,0,0,0
"HP:0004195",0,0,0,0
"HP:0004195",0,0,0,0
"HP:0004196",0,0,0,0
"HP:0004197",0,0,0,0
"HP:0004197",0,0,0,0
"HP:0004197",0,0,0,0
"HP:0004198",0,0,0,0
"HP:0004201",0,0,0,0
"HP:0004202",0,0,0,0
"HP:0004203",0,0,0,0
"HP:0004207",0,0,0,0
"HP:0004209",0,0,0,0
"HP:0004209",0,0,0,0
"HP:0004213",0,0,0,0
"HP:0004213",0,0,0,0
"HP:0004214",0,0,0,0
"HP:0004214",0,0,0,0
"HP:0004214",0,0,0,0
"HP:0004216",0,0,0,0
"HP:0004216",0,0,0,0
"HP:0004218",0,0,0,0
"HP:0004218",0,0,0,0
"HP:0004218",0,0,0,0
"HP:0004219",0,0,0,0
"HP:0004220",0,0,0,0
"HP:0004220",0,0,0,0
"HP:0004220",0,0,0,0
"HP:0004220",0,0,0,0
"HP:0004222",0,0,0,0
"HP:0004222",0,0,0,0
"HP:0004222",0,0,0,0
"HP:0004223",0,0,0,0
"HP:0004223",0,0,0,0
"HP:0004223",0,0,0,0
"HP:0004224",0,0,0,0
"HP:0004224",0,0,0,0
"HP:0004224",0,0,0,0
"HP:0004225",0,0,0,0
"HP:0004226",0,0,0,0
"HP:0004226",0,0,0,0
"HP:0004226",0,0,0,0
"HP:0004227",0,0,0,0
"HP:0004227",0,0,0,0
"HP:0004227",0,0,0,0
"HP:0004230",0,0,0,0
"HP:0004230",0,0,0,0
"HP:0004231",0,0,0,0
"HP:0004232",0,0,0,0
"HP:0004232",0,0,0,0
"HP:0004233",0,0,0,0
"HP:0004234",0,0,0,0
"HP:0004234",0,0,0,0
"HP:0004235",0,0,0,0
"HP:0004236",0,0,0,0
"HP:0004237",0,0,0,0
"HP:0004238",0,0,0,0
"HP:0004239",0,0,0,0
"HP:0004240",0,0,0,0
"HP:0004240",0,0,0,0
"HP:0004241",0,0,0,0
"HP:0004241",0,0,0,0
"HP:0004242",0,0,0,0
"HP:0004243",0,0,0,0
"HP:0004244",0,0,0,0
"HP:0004244",0,0,0,0
"HP:0004245",0,0,0,0
"HP:0004245",0,0,0,0
"HP:0004246",0,0,0,0
"HP:0004246",0,0,0,0
"HP:0004247",0,0,0,0
"HP:0004247",0,0,0,0
"HP:0004248",0,0,0,0
"HP:0004249",0,0,0,0
"HP:0004249",0,0,0,0
"HP:0004250",0,0,0,0
"HP:0004250",0,0,0,0
"HP:0004251",0,0,0,0
"HP:0004252",0,0,0,0
"HP:0004253",0,0,0,0
"HP:0004253",0,0,0,0
"HP:0004254",0,0,0,0
"HP:0004254",0,0,0,0
"HP:0004255",0,0,0,0
"HP:0004255",0,0,0,0
"HP:0004256",0,0,0,0
"HP:0004257",0,0,0,0
"HP:0004257",0,0,0,0
"HP:0004258",0,0,0,0
"HP:0004258",0,0,0,0
"HP:0004259",0,0,0,0
"HP:0004260",0,0,0,0
"HP:0004260",0,0,0,0
"HP:0004261",0,0,0,0
"HP:0004261",0,0,0,0
"HP:0004262",0,0,0,0
"HP:0004263",0,0,0,0
"HP:0004263",0,0,0,0
"HP:0004264",0,0,0,0
"HP:0004267",0,0,0,0
"HP:0004268",0,0,0,0
"HP:0004268",0,0,0,0
"HP:0004269",0,0,0,0
"HP:0004271",0,0,0,0
"HP:0004271",0,0,0,0
"HP:0004272",0,0,0,0
"HP:0004272",0,0,0,0
"HP:0004273",0,0,0,0
"HP:0004274",0,0,0,0
"HP:0004275",0,0,0,0
"HP:0004275",0,0,0,0
"HP:0004276",0,0,0,0
"HP:0004276",0,0,0,0
"HP:0004277",0,0,0,0
"HP:0004278",0,0,0,0
"HP:0004278",0,0,0,0
"HP:0004279",0,0,0,0
"HP:0004279",0,0,0,0
"HP:0004280",0,0,0,0
"HP:0004281",0,0,0,0
"HP:0004283",0,0,0,0
"HP:0004284",0,0,0,0
"HP:0004285",0,0,0,0
"HP:0004286",0,0,0,0
"HP:0004287",0,0,0,0
"HP:0004288",0,0,0,0
"HP:0004288",0,0,0,0
"HP:0004289",0,0,0,0
"HP:0004290",0,0,0,0
"HP:0004291",0,0,0,0
"HP:0004292",0,0,0,0
"HP:0004293",0,0,0,0
"HP:0004293",0,0,0,0
"HP:0004294",0,0,0,0
"HP:0004295",0,0,0,0
"HP:0004296",0,0,0,0
"HP:0004296",0,0,0,0
"HP:0004297",0,0,0,0
"HP:0004298",0,0,0,0
"HP:0004299",0,0,0,0
"HP:0004299",0,0,0,0
"HP:0004302",0,0,0,0
"HP:0004303",0,0,0,0
"HP:0004305",0,0,0.153846153846154,0.812913356642856
"HP:0004306",0,0,0,0
"HP:0004307",0,0,0,0
"HP:0004308",0,0,0,0
"HP:0004309",0,0,0,0
"HP:0004311",0,0,0,0
"HP:0004311",0,0,0,0
"HP:0004312",0,0,0,0
"HP:0004313",0,0,0,0
"HP:0004315",0,0,0,0
"HP:0004319",0,0,0,0
"HP:0004320",0,0,0,0
"HP:0004320",0,0,0,0
"HP:0004321",0,0,0,0
"HP:0004321",0,0,0,0
"HP:0004322",0,0,0,0
"HP:0004322",0,0,0,0
"HP:0004323",0,0,0,0
"HP:0004324",0,0,0,0
"HP:0004325",0,0,0,0
"HP:0004326",0,0,0,0
"HP:0004327",0,0,0,0
"HP:0004328",0,0,0,0
"HP:0004329",0,0,0,0
"HP:0004330",0,0,0,0
"HP:0004330",0,0,0,0
"HP:0004331",0,0,0,0
"HP:0004331",0,0,0,0
"HP:0004332",0,0,0,0
"HP:0004333",0,0,0,0
"HP:0004334",0,0,0,0
"HP:0004336",0,0,0,0
"HP:0004337",0,0,0,0
"HP:0004338",0,0,0,0
"HP:0004339",0,0,0,0
"HP:0004340",0,0,0,0
"HP:0004341",0,0,0,0
"HP:0004342",0,0,0,0
"HP:0004343",0,0,0,0
"HP:0004344",0,0,0,0
"HP:0004345",0,0,0,0
"HP:0004347",0,0,0,0
"HP:0004347",0,0,0,0
"HP:0004348",0,0,0,0
"HP:0004349",0,0,0,0
"HP:0004352",0,0,0,0
"HP:0004353",0,0,0,0
"HP:0004354",0,0,0,0
"HP:0004355",0,0,0,0
"HP:0004355",0,0,0,0
"HP:0004356",0,0,0,0
"HP:0004357",0,0,0,0
"HP:0004358",0,0,0,0
"HP:0004359",0,0,0,0
"HP:0004360",0,0,0,0
"HP:0004361",0,0,0,0
"HP:0004362",0,0,0,0
"HP:0004363",0,0,0,0
"HP:0004364",0,0,0,0
"HP:0004365",0,0,0,0
"HP:0004366",0,0,0,0
"HP:0004367",0,0,0,0
"HP:0004368",0,0,0,0
"HP:0004369",0,0,0,0
"HP:0004370",0,0,0,0
"HP:0004371",0,0,0,0
"HP:0004372",0,0,0,0
"HP:0004373",0,0,0,0
"HP:0004374",0,0,0,0
"HP:0004375",0,0,0,0
"HP:0004375",0,0,0,0
"HP:0004376",0,0,0,0
"HP:0004377",0,0,0,0
"HP:0004377",0,0,0,0
"HP:0004378",0,0,0,0
"HP:0004379",0,0,0,0
"HP:0004380",0,0,0,0
"HP:0004380",0,0,0,0
"HP:0004381",0,0,0,0
"HP:0004382",0,0,0,0
"HP:0004382",0,0,0,0
"HP:0004383",0,0,0,0
"HP:0004383",0,0,0,0
"HP:0004384",0,0,0,0
"HP:0004385",0,0,0,0
"HP:0004386",0,0,0,0
"HP:0004386",0,0,0,0
"HP:0004387",0,0,0,0
"HP:0004388",0,0,0,0
"HP:0004389",0,0,0,0
"HP:0004389",0,0,0,0
"HP:0004390",0,0,0,0
"HP:0004390",0,0,0,0
"HP:0004392",0,0,0,0
"HP:0004394",0,0,0,0
"HP:0004395",0,0,0,0
"HP:0004396",0,0,0,0
"HP:0004397",0,0,0,0
"HP:0004398",0,0,0,0
"HP:0004399",0,0,0,0
"HP:0004400",0,0,0,0
"HP:0004401",0,0,0,0
"HP:0004403",0,0,0,0
"HP:0004404",0,0,0,0
"HP:0004405",0,0,0,0
"HP:0004406",0,0,0,0
"HP:0004407",0,0,0,0
"HP:0004408",0,0,0,0
"HP:0004408",0,0,0,0
"HP:0004409",0,0,0,0
"HP:0004411",0,0,0,0
"HP:0004414",0,0,0,0
"HP:0004415",0,0,0,0
"HP:0004416",0,0,0,0
"HP:0004417",0,0,0,0
"HP:0004418",0,0,0,0
"HP:0004419",0,0,0,0
"HP:0004420",0,0,0,0
"HP:0004421",0,0,0,0
"HP:0004422",0,0,0,0
"HP:0004423",0,0,0,0
"HP:0004425",0,0,0,0
"HP:0004426",0,0,0,0
"HP:0004428",0,0,0,0
"HP:0004429",0,0,0,0
"HP:0004430",0,0,0,0
"HP:0004431",0,0,0,0
"HP:0004432",0,0,0,0
"HP:0004433",0,0,0,0
"HP:0004434",0,0,0,0
"HP:0004437",0,0,0,0
"HP:0004437",0,0,0,0
"HP:0004438",0,0,0,0
"HP:0004439",0,0,0,0
"HP:0004439",0,0,0,0
"HP:0004440",0,0,0,0
"HP:0004442",0,0,0,0
"HP:0004443",0,0,0,0
"HP:0004444",0,0,0,0
"HP:0004445",0,0,0,0
"HP:0004446",0,0,0,0
"HP:0004447",0,0,0,0
"HP:0004448",0,0,0,0
"HP:0004450",0,0,0,0
"HP:0004451",0,0,0,0
"HP:0004452",0,0,0,0
"HP:0004453",0,0,0,0
"HP:0004454",0,0,0,0
"HP:0004458",0,0,0,0
"HP:0004459",0,0,0,0
"HP:0004459",0,0,0,0
"HP:0004459",0,0,0,0
"HP:0004461",0,0,0,0
"HP:0004463",0,0,0,0
"HP:0004464",0,0,0,0
"HP:0004466",0,0,0,0
"HP:0004467",0,0,0,0
"HP:0004468",0,0,0,0
"HP:0004469",0,0,0,0
"HP:0004469",0,0,0,0
"HP:0004470",0,0,0,0
"HP:0004471",0,0,0,0
"HP:0004472",0,0,0,0
"HP:0004474",0,0,0,0
"HP:0004476",0,0,0,0
"HP:0004478",0,0,0,0
"HP:0004481",0,0,0,0
"HP:0004482",0,0,0,0
"HP:0004484",0,0,0,0
"HP:0004484",0,0,0,0
"HP:0004484",0,0,0,0
"HP:0004485",0,0,0,0
"HP:0004487",0,0,0,0
"HP:0004488",0,0,0,0
"HP:0004490",0,0,0,0
"HP:0004491",0,0,0,0
"HP:0004492",0,0,0,0
"HP:0004492",0,0,0,0
"HP:0004493",0,0,0,0
"HP:0004493",0,0,0,0
"HP:0004493",0,0,0,0
"HP:0004495",0,0,0,0
"HP:0004496",0,0,0,0
"HP:0004499",0,0,0,0
"HP:0004502",0,0,0,0
"HP:0004510",0,0,0,0
"HP:0004523",0,0,0,0
"HP:0004524",0,0,0,0
"HP:0004527",0,0,0,0
"HP:0004528",0,0,0,0
"HP:0004529",0,0,0,0
"HP:0004532",0,0,0,0
"HP:0004535",0,0,0,0
"HP:0004540",0,0,0,0
"HP:0004544",0,0,0,0
"HP:0004552",0,0,0,0
"HP:0004552",0,0,0,0
"HP:0004554",0,0,0,0
"HP:0004557",0,0,0,0
"HP:0004558",0,0,0,0
"HP:0004558",0,0,0,0
"HP:0004562",0,0,0,0
"HP:0004563",0,0,0,0
"HP:0004565",0,0,0,0
"HP:0004566",0,0,0,0
"HP:0004568",0,0,0,0
"HP:0004570",0,0,0,0
"HP:0004571",0,0,0,0
"HP:0004573",0,0,0,0
"HP:0004575",0,0,0,0
"HP:0004576",0,0,0,0
"HP:0004580",0,0,0,0
"HP:0004581",0,0,0,0
"HP:0004582",0,0,0,0
"HP:0004586",0,0,0,0
"HP:0004589",0,0,0,0
"HP:0004590",0,0,0,0
"HP:0004591",0,0,0,0
"HP:0004592",0,0,0,0
"HP:0004594",0,0,0,0
"HP:0004598",0,0,0,0
"HP:0004598",0,0,0,0
"HP:0004599",0,0,0,0
"HP:0004601",0,0,0,0
"HP:0004602",0,0,0,0
"HP:0004603",0,0,0,0
"HP:0004605",0,0,0,0
"HP:0004606",0,0,0,0
"HP:0004607",0,0,0,0
"HP:0004608",0,0,0,0
"HP:0004609",0,0,0,0
"HP:0004610",0,0,0,0
"HP:0004611",0,0,0,0
"HP:0004614",0,0,0,0
"HP:0004616",0,0,0,0
"HP:0004617",0,0,0,0
"HP:0004618",0,0,0,0
"HP:0004619",0,0,0,0
"HP:0004619",0,0,0,0
"HP:0004619",0,0,0,0
"HP:0004621",0,0,0,0
"HP:0004622",0,0,0,0
"HP:0004625",0,0,0,0
"HP:0004626",0,0,0,0
"HP:0004629",0,0,0,0
"HP:0004630",0,0,0,0
"HP:0004631",0,0,0,0
"HP:0004632",0,0,0,0
"HP:0004633",0,0,0,0
"HP:0004634",0,0,0,0
"HP:0004635",0,0,0,0
"HP:0004637",0,0,0,0
"HP:0004639",0,0,0,0
"HP:0004646",0,0,0,0
"HP:0004646",0,0,0,0
"HP:0004660",0,0,0,0
"HP:0004661",0,0,0,0
"HP:0004661",0,0,0,0
"HP:0004664",0,0,0,0
"HP:0004673",0,0,0,0
"HP:0004676",0,0,0,0
"HP:0004679",0,0,0,0
"HP:0004681",0,0,0,0
"HP:0004684",0,0,0,0
"HP:0004686",0,0,0,0
"HP:0004686",0,0,0,0
"HP:0004688",0,0,0,0
"HP:0004689",0,0,0,0
"HP:0004689",0,0,0,0
"HP:0004690",0,0,0,0
"HP:0004691",0,0,0,0
"HP:0004692",0,0,0,0
"HP:0004695",0,0,0,0
"HP:0004696",0,0,0,0
"HP:0004699",0,0,0,0
"HP:0004704",0,0,0,0
"HP:0004704",0,0,0,0
"HP:0004712",0,0,0,0
"HP:0004713",0,0,0,0
"HP:0004717",0,0,0,0
"HP:0004719",0,0,0,0
"HP:0004722",0,0,0,0
"HP:0004724",0,0,0,0
"HP:0004727",0,0,0,0
"HP:0004729",0,0,0,0
"HP:0004732",0,0,0,0
"HP:0004734",0,0,0,0
"HP:0004736",0,0,0,0
"HP:0004737",0,0,0,0
"HP:0004742",0,0,0,0
"HP:0004743",0,0,0,0
"HP:0004746",0,0,0,0
"HP:0004749",0,0,0,0
"HP:0004751",0,0,0,0
"HP:0004752",0,0,0,0
"HP:0004754",0,0,0,0
"HP:0004755",0,0,0,0
"HP:0004755",0,0,0,0
"HP:0004756",0,0,0,0
"HP:0004757",0,0,0,0
"HP:0004758",0,0,0,0
"HP:0004759",0,0,0,0
"HP:0004760",0,0,0,0
"HP:0004761",0,0,0,0
"HP:0004762",0,0,0,0
"HP:0004763",0,0,0,0
"HP:0004764",0,0,0,0
"HP:0004768",0,0,0,0
"HP:0004768",0,0,0,0
"HP:0004771",0,0,0,0
"HP:0004779",0,0,0,0
"HP:0004780",0,0,0,0
"HP:0004782",0,0,0,0
"HP:0004783",0,0,0,0
"HP:0004784",0,0,0,0
"HP:0004785",0,0,0,0
"HP:0004785",0,0,0,0
"HP:0004786",0,0,0,0
"HP:0004787",0,0,0,0
"HP:0004787",0,0,0,0
"HP:0004788",0,0,0,0
"HP:0004788",0,0,0,0
"HP:0004789",0,0,0,0
"HP:0004790",0,0,0,0
"HP:0004790",0,0,0,0
"HP:0004791",0,0,0,0
"HP:0004792",0,0,0,0
"HP:0004792",0,0,0,0
"HP:0004794",0,0,0,0
"HP:0004794",0,0,0,0
"HP:0004795",0,0,0,0
"HP:0004795",0,0,0,0
"HP:0004796",0,0,0,0
"HP:0004797",0,0,0,0
"HP:0004798",0,0,0,0
"HP:0004798",0,0,0,0
"HP:0004799",0,0,0,0
"HP:0004800",0,0,0,0
"HP:0004802",0,0,0,0
"HP:0004804",0,0,0,0
"HP:0004808",0,0,0,0
"HP:0004809",0,0,0,0
"HP:0004810",0,0,0,0
"HP:0004812",0,0,0,0
"HP:0004813",0,0,0,0
"HP:0004814",0,0,0,0
"HP:0004817",0,0,0,0
"HP:0004818",0,0,0,0
"HP:0004819",0,0,0,0
"HP:0004820",0,0,0,0
"HP:0004820",0,0,0,0
"HP:0004821",0,0,0,0
"HP:0004822",0,0,0,0
"HP:0004823",0,0,0,0
"HP:0004825",0,0,0,0
"HP:0004826",0,0,0,0
"HP:0004828",0,0,0,0
"HP:0004831",0,0,0,0
"HP:0004835",0,0,0,0
"HP:0004836",0,0,0,0
"HP:0004839",0,0,0,0
"HP:0004840",0,0,0,0
"HP:0004840",0,0,0,0
"HP:0004841",0,0,0,0
"HP:0004844",0,0,0,0
"HP:0004845",0,0,0,0
"HP:0004846",0,0,0,0
"HP:0004848",0,0,0,0
"HP:0004850",0,0,0,0
"HP:0004851",0,0,0,0
"HP:0004852",0,0,0,0
"HP:0004854",0,0,0,0
"HP:0004855",0,0,0,0
"HP:0004856",0,0,0,0
"HP:0004857",0,0,0,0
"HP:0004859",0,0,0,0
"HP:0004860",0,0,0,0
"HP:0004861",0,0,0,0
"HP:0004863",0,0,0,0
"HP:0004864",0,0,0,0
"HP:0004866",0,0,0,0
"HP:0004870",0,0,0,0
"HP:0004871",0,0,0,0
"HP:0004872",0,0,0,0
"HP:0004875",0,0,0,0
"HP:0004875",0,0,0,0
"HP:0004876",0,0,0,0
"HP:0004878",0,0,0,0
"HP:0004878",0,0,0,0
"HP:0004878",0,0,0,0
"HP:0004879",0.0384615384615385,4.70043971814109,0.0384615384615385,1.41497334797082
"HP:0004880",0,0,0,0
"HP:0004881",0,0,0,0
"HP:0004885",0,0,0,0
"HP:0004886",0,0,0,0
"HP:0004887",0,0,0,0
"HP:0004889",0,0,0,0
"HP:0004890",0,0,0,0
"HP:0004891",0,0,0,0
"HP:0004894",0,0,0,0
"HP:0004894",0,0,0,0
"HP:0004897",0,0,0,0
"HP:0004898",0,0,0,0
"HP:0004900",0,0,0,0
"HP:0004901",0,0,0,0
"HP:0004902",0,0,0,0
"HP:0004904",0,0,0,0
"HP:0004905",0,0,0,0
"HP:0004906",0,0,0,0
"HP:0004909",0,0,0,0
"HP:0004909",0,0,0,0
"HP:0004910",0,0,0,0
"HP:0004911",0,0,0,0
"HP:0004912",0,0,0,0
"HP:0004912",0,0,0,0
"HP:0004913",0,0,0,0
"HP:0004914",0,0,0,0
"HP:0004915",0,0,0,0
"HP:0004916",0,0,0,0
"HP:0004918",0,0,0,0
"HP:0004919",0,0,0,0
"HP:0004920",0,0,0,0
"HP:0004921",0,0,0,0
"HP:0004922",0,0,0,0
"HP:0004923",0,0,0,0
"HP:0004924",0,0,0,0
"HP:0004925",0,0,0,0
"HP:0004925",0,0,0,0
"HP:0004926",0,0,0,0
"HP:0004927",0,0,0,0
"HP:0004928",0,0,0,0
"HP:0004929",0,0,0,0
"HP:0004930",0,0,0,0
"HP:0004930",0,0,0,0
"HP:0004931",0,0,0,0
"HP:0004931",0,0,0,0
"HP:0004933",0,0,0,0
"HP:0004934",0,0,0,0
"HP:0004934",0,0,0,0
"HP:0004935",0,0,0,0
"HP:0004936",0,0,0,0
"HP:0004937",0,0,0,0
"HP:0004938",0,0,0,0
"HP:0004938",0,0,0,0
"HP:0004940",0,0,0,0
"HP:0004941",0,0,0,0
"HP:0004942",0,0,0,0
"HP:0004942",0,0,0,0
"HP:0004943",0,0,0,0
"HP:0004944",0,0,0,0
"HP:0004944",0,0,0,0
"HP:0004945",0,0,0,0
"HP:0004945",0,0,0,0
"HP:0004947",0,0,0,0
"HP:0004948",0,0,0,0
"HP:0004950",0,0,0,0
"HP:0004952",0,0,0,0
"HP:0004953",0,0,0,0
"HP:0004953",0,0,0,0
"HP:0004954",0,0,0,0
"HP:0004954",0,0,0,0
"HP:0004955",0,0,0,0
"HP:0004959",0,0,0,0
"HP:0004960",0,0,0,0
"HP:0004961",0,0,0,0
"HP:0004962",0,0,0,0
"HP:0004963",0,0,0,0
"HP:0004963",0,0,0,0
"HP:0004964",0,0,0,0
"HP:0004966",0,0,0,0
"HP:0004968",0,0,0,0
"HP:0004969",0,0,0,0
"HP:0004970",0,0,0,0
"HP:0004971",0,0,0,0
"HP:0004972",0,0,0,0
"HP:0004974",0,0,0,0
"HP:0004975",0,0,0,0
"HP:0004976",0,0,0,0
"HP:0004976",0,0,0,0
"HP:0004977",0,0,0,0
"HP:0004979",0,0,0,0
"HP:0004980",0,0,0,0
"HP:0004981",0,0,0,0
"HP:0004986",0,0,0,0
"HP:0004987",0,0,0,0
"HP:0004990",0,0,0,0
"HP:0004991",0,0,0,0
"HP:0004993",0,0,0,0
"HP:0004993",0,0,0,0
"HP:0004997",0,0,0,0
"HP:0005001",0,0,0,0
"HP:0005003",0,0,0,0
"HP:0005003",0,0,0,0
"HP:0005004",0,0,0,0
"HP:0005004",0,0,0,0
"HP:0005005",0,0,0,0
"HP:0005008",0,0,0,0
"HP:0005009",0,0,0,0
"HP:0005010",0,0,0,0
"HP:0005011",0,0,0,0
"HP:0005013",0,0,0,0
"HP:0005017",0,0,0,0
"HP:0005019",0,0,0,0
"HP:0005021",0,0,0,0
"HP:0005025",0,0,0,0
"HP:0005026",0,0,0,0
"HP:0005028",0,0,0,0
"HP:0005033",0,0,0,0
"HP:0005035",0,0,0,0
"HP:0005035",0,0,0,0
"HP:0005036",0,0,0,0
"HP:0005037",0,0,0,0
"HP:0005039",0,0,0,0
"HP:0005041",0,0,0,0
"HP:0005041",0,0,0,0
"HP:0005042",0,0,0,0
"HP:0005043",0,0,0,0
"HP:0005045",0,0,0,0
"HP:0005048",0,0,0,0
"HP:0005050",0,0,0,0
"HP:0005054",0,0,0,0
"HP:0005059",0,0,0,0
"HP:0005059",0,0,0,0
"HP:0005060",0,0,0,0
"HP:0005060",0,0,0,0
"HP:0005063",0,0,0,0
"HP:0005063",0,0,0,0
"HP:0005066",0,0,0,0
"HP:0005067",0,0,0,0
"HP:0005068",0,0,0,0
"HP:0005069",0,0,0,0
"HP:0005070",0,0,0,0
"HP:0005072",0,0,0,0
"HP:0005084",0,0,0,0
"HP:0005085",0,0,0,0
"HP:0005085",0,0,0,0
"HP:0005086",0,0,0,0
"HP:0005086",0,0,0,0
"HP:0005089",0,0,0,0
"HP:0005090",0,0,0,0
"HP:0005092",0,0,0,0
"HP:0005093",0,0,0,0
"HP:0005093",0,0,0,0
"HP:0005096",0,0,0,0
"HP:0005099",0,0,0,0
"HP:0005100",0,0,0,0
"HP:0005100",0,0,0,0
"HP:0005101",0,0,0,0
"HP:0005102",0,0,0,0
"HP:0005103",0,0,0,0
"HP:0005103",0,0,0,0
"HP:0005103",0,0,0,0
"HP:0005104",0,0,0,0
"HP:0005105",0,0,0,0
"HP:0005106",0,0,0,0
"HP:0005107",0,0,0,0
"HP:0005108",0,0,0,0
"HP:0005109",0,0,0,0
"HP:0005109",0,0,0,0
"HP:0005110",0,0,0,0
"HP:0005111",0,0,0,0
"HP:0005112",0,0,0,0
"HP:0005113",0,0,0,0
"HP:0005114",0,0,0,0
"HP:0005115",0,0,0,0
"HP:0005116",0,0,0,0
"HP:0005116",0,0,0,0
"HP:0005117",0,0,0,0
"HP:0005120",0,0,0,0
"HP:0005121",0,0,0,0
"HP:0005129",0,0,0,0
"HP:0005130",0,0,0,0
"HP:0005132",0,0,0,0
"HP:0005133",0,0,0,0
"HP:0005134",0,0,0,0
"HP:0005135",0,0,0,0
"HP:0005136",0,0,0,0
"HP:0005141",0,0,0,0
"HP:0005143",0,0,0,0
"HP:0005144",0,0,0,0
"HP:0005145",0,0,0,0
"HP:0005146",0,0,0,0
"HP:0005146",0,0,0,0
"HP:0005147",0,0,0,0
"HP:0005148",0,0,0,0
"HP:0005150",0,0,0,0
"HP:0005151",0,0,0,0
"HP:0005152",0,0,0,0
"HP:0005155",0,0,0,0
"HP:0005156",0,0,0,0
"HP:0005157",0,0,0,0
"HP:0005160",0,0,0,0
"HP:0005162",0,0,0,0
"HP:0005164",0,0,0,0
"HP:0005165",0,0,0,0
"HP:0005168",0,0,0,0
"HP:0005170",0,0,0,0
"HP:0005172",0,0,0,0
"HP:0005173",0,0,0,0
"HP:0005174",0,0,0,0
"HP:0005176",0,0,0,0
"HP:0005177",0,0,0,0
"HP:0005178",0,0,0,0
"HP:0005180",0,0,0,0
"HP:0005181",0,0,0,0
"HP:0005182",0,0,0,0
